district_id,district_name,ac_id,ac_name,ps_id,ps_name,doc_type,source_url,local_path,status,error
1,COOCHBEHAR,1,Mekliganj,143,Haldibari Paschimpara Fifth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p143.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p143.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,144,Uttar Para State Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part144.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part144.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,144,Uttar Para State Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p144.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p144.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,140,Baladanga Junior Basic School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p140.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p140.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,145,Netaji Subhash Mahavidyalay,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part145.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part145.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,141,Baladanga Junior Basic School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p141.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p141.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,146,Banachand Junior Basic School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part146.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part146.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,139,Arabinda Smriti R. R. Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p139.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p139.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,147,Gangdoba Fourth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part147.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part147.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,145,Netaji Subhash Mahavidyalay,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p145.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p145.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,148,Goalibai Fifth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part148.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part148.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,149,Baladanga Shimultala S. C. Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part149.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part149.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,142,Haldibari High School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p142.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p142.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,150,Dangapara N. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part150.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part150.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,148,Goalibai Fifth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p148.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p148.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,146,Banachand Junior Basic School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p146.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p146.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,151,South Bara Haldibari Special Cadre Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part151.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part151.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,147,Gangdoba Fourth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p147.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p147.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,137,Kshudiram Pally Rameshwar Dayal Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p137.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p137.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,152,Khalpara N. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part152.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part152.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,153,Boxiganj Andaran Khasbos Fifth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part153.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part153.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,154,Bara Haldibari Pathanpara Govt. Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part154.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part154.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,150,Dangapara N. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p150.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p150.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,155,Firingirhat Class Five Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part155.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part155.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,149,Baladanga Shimultala S. C. Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p149.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p149.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,156,Fatemamud Junior Basic School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part156.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part156.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,152,Khalpara N. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p152.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p152.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,157,Gyandas Fourth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part157.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part157.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,155,Firingirhat Class Five Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p155.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p155.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,153,Boxiganj Andaran Khasbos Fifth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p153.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p153.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,158,Khasbos Bajejama Aided Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part158.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part158.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,159,19th Gyandas Paschim Fifth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part159.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part159.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,151,South Bara Haldibari Special Cadre Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p151.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p151.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,160,Hasnahana Begum Pradhan Madrasa Sikkha Kendra,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part160.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part160.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,154,Bara Haldibari Pathanpara Govt. Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p154.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p154.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,156,Fatemamud Junior Basic School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p156.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p156.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,157,Gyandas Fourth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p157.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p157.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,161,Vandanirhat S. S. K.,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part161.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part161.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,162,Hudumdanga A. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part162.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part162.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,163,Dewanganj Fifth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part163.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part163.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,158,Khasbos Bajejama Aided Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p158.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p158.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,164,Samilabos Junior Basic School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part164.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part164.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,159,19th Gyandas Paschim Fifth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p159.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p159.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,165,Paschim Hemkumari Aided Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part165.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part165.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,163,Dewanganj Fifth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p163.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p163.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,166,Dewanganj (Hazrapara) S. S. K.,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part166.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part166.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,162,Hudumdanga A. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p162.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p162.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,161,Vandanirhat S. S. K.,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p161.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p161.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,167,Hudumdanga Netaji A. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part167.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part167.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,164,Samilabos Junior Basic School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p164.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p164.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,168,Vivekananda Vidyapith Fourth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part168.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part168.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,169,Burigram G. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part169.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part169.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,166,Dewanganj (Hazrapara) S. S. K.,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p166.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p166.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,170,Naltiapara Fourth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part170.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part170.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,160,Hasnahana Begum Pradhan Madrasa Sikkha Kendra,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p160.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p160.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,171,Daripattani Aided Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part171.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part171.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,171,Daripattani Aided Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p171.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p171.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,172,65 No. Daripattani S. S. K.,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part172.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part172.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,170,Naltiapara Fourth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p170.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p170.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,173,Parmekhliganj S. C. Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part173.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part173.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,165,Paschim Hemkumari Aided Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p165.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p165.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,174,Galenger Hat Govt. Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part174.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part174.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,167,Hudumdanga Netaji A. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p167.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p167.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,175,Sabuj Sangha Anganwadi Centre,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part175.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part175.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,168,Vivekananda Vidyapith Fourth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p168.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p168.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,176,Dewanganj High School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part176.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part176.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,172,65 No. Daripattani S. S. K.,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p172.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p172.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,175,Sabuj Sangha Anganwadi Centre,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p175.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p175.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,177,Sahebganj Tanti Para Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part177.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part177.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,174,Galenger Hat Govt. Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p174.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p174.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,178,17 Jangalbos Fifth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part178.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part178.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,179,Kauwasuti I. C. D. S. Centre,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part179.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part179.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,173,Parmekhliganj S. C. Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p173.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p173.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,180,39 Niztaraf S. S. K,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part180.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part180.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,169,Burigram G. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p169.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p169.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,178,17 Jangalbos Fifth Plan Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p178.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p178.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,179,Kauwasuti I. C. D. S. Centre,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p179.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p179.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,181,Bajejama A. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part181.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part181.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,182,Singha Para Special Cadre Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part182.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part182.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,183,Teesta Payasti A. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part183.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part183.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,177,Sahebganj Tanti Para Primary School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p177.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p177.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,180,39 Niztaraf S. S. K,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p180.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p180.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,184,Harijon A. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part184.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part184.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,185,Singha Para Special Cadre Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part185.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part185.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,176,Dewanganj High School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p176.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p176.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,186,Uttarpara Kalipara Fifth Plan Primary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part186.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part186.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,184,Harijon A. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p184.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p184.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,181,Bajejama A. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p181.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p181.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,187,Indira Girls High School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part187.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part187.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,188,Mekhliganj Higher Secondary School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part188.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part188.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,183,Teesta Payasti A. P. School,mom,https://voters.eci.gov.in/eroll/bloblamom/s25/1/bloblamom_a1p183.pdf,data\raw\ceowestbengal\asd_sir\mom\1_coochbehar\001_mekliganj\bloblamom_a1p183.pdf,downloaded,
1,COOCHBEHAR,1,Mekliganj,189,Hindi A. P. School,asd,https://voters.eci.gov.in/eroll/asd/2025/s25/1/uncollectable_elector_report_ac1_part189.pdf,data\raw\ceowestbengal\asd_sir\asd\1_coochbehar\001_mekliganj\uncollectable_elector_report_ac1_part189.pdf,downloaded,
